#x,y,kappa
2.1799999999999999E-4,2.0E-6,-6.0
2.1799999999999999E-4,4.0E-6,-6.0
2.1799999999999999E-4,6.0E-6,-6.0
2.1799999999999999E-4,8.0E-6,-6.0
2.1799999999999999E-4,9.999999999999999E-6,-6.0
2.1799999999999999E-4,1.2E-5,-6.0
2.1799999999999999E-4,1.4E-5,-6.0
2.1799999999999999E-4,1.6E-5,-6.0
2.1799999999999999E-4,1.8E-5,-6.0
2.1799999999999999E-4,1.9999999999999998E-5,-6.0
2.1799999999999999E-4,2.2E-5,-6.0
2.1799999999999999E-4,2.4E-5,-6.0
2.1799999999999999E-4,2.6E-5,-6.0
2.1799999999999999E-4,2.8E-5,-6.0
2.1799999999999999E-4,2.9999999999999997E-5,-6.0
2.1799999999999999E-4,3.2E-5,-6.0
2.1799999999999999E-4,3.4E-5,-6.0
2.1799999999999999E-4,3.6E-5,-6.0
2.1799999999999999E-4,3.7999999999999995E-5,-6.0
2.1799999999999999E-4,3.9999999999999996E-5,-6.0
2.1799999999999999E-4,4.2E-5,-6.0
2.1799999999999999E-4,4.4E-5,-6.0
2.1799999999999999E-4,4.6E-5,-6.0
2.1799999999999999E-4,4.8E-5,-6.0
2.1799999999999999E-4,4.9999999999999996E-5,-6.0
2.1799999999999999E-4,5.2E-5,-6.0
2.1799999999999999E-4,5.4E-5,-6.0
2.1799999999999999E-4,5.6E-5,-6.0
2.1799999999999999E-4,5.8E-5,-6.0
2.1799999999999999E-4,5.9999999999999995E-5,-6.0
2.1799999999999999E-4,6.2E-5,-6.0
2.1799999999999999E-4,6.4E-5,-6.0
2.1799999999999999E-4,6.599999999999999E-5,-6.0
2.1799999999999999E-4,6.8E-5,-6.0
2.1799999999999999E-4,7.0E-5,-6.0
2.1799999999999999E-4,7.2E-5,-6.0
2.1799999999999999E-4,7.4E-5,-6.0
2.1799999999999999E-4,7.599999999999999E-5,-6.0
2.1799999999999999E-4,7.8E-5,-6.0
2.1799999999999999E-4,7.999999999999999E-5,-6.0
2.1799999999999999E-4,8.2E-5,-6.0
2.1799999999999999E-4,8.4E-5,-6.0
2.1799999999999999E-4,8.599999999999999E-5,-6.0
2.1799999999999999E-4,8.8E-5,-6.0
2.1799999999999999E-4,8.999999999999999E-5,-6.0
2.1799999999999999E-4,9.2E-5,-6.0
2.1799999999999999E-4,9.4E-5,-6.0
2.1799999999999999E-4,9.6E-5,-6.0
2.1799999999999999E-4,9.8E-5,-6.0
2.1799999999999999E-4,9.999999999999999E-5,-6.0
2.1799999999999999E-4,1.02E-4,-6.0
2.1799999999999999E-4,1.04E-4,-6.0
2.1799999999999999E-4,1.06E-4,-6.0
2.1799999999999999E-4,1.08E-4,-6.0
2.1799999999999999E-4,1.0999999999999999E-4,-6.0
2.1799999999999999E-4,1.12E-4,-6.0
2.1799999999999999E-4,1.1399999999999999E-4,-6.0
2.1799999999999999E-4,1.16E-4,-6.0
2.1799999999999999E-4,1.18E-4,-6.0
2.1799999999999999E-4,1.1999999999999999E-4,-6.0
2.1799999999999999E-4,1.22E-4,-6.0
2.1799999999999999E-4,1.24E-4,-6.0
2.1799999999999999E-4,1.26E-4,-6.0
2.1799999999999999E-4,1.28E-4,-6.0
2.1799999999999999E-4,1.3E-4,-6.0
2.1799999999999999E-4,1.3199999999999998E-4,-6.0
2.1799999999999999E-4,1.34E-4,-6.0
2.1799999999999999E-4,1.36E-4,-6.0
2.1799999999999999E-4,1.38E-4,-6.0
2.1799999999999999E-4,1.4E-4,-6.0
2.1799999999999999E-4,1.4199999999999998E-4,-6.0
2.1799999999999999E-4,1.44E-4,-6.0
2.1799999999999999E-4,1.46E-4,-6.0
2.1799999999999999E-4,1.48E-4,-6.0
2.1799999999999999E-4,1.5E-4,-6.0
2.1799999999999999E-4,1.5199999999999998E-4,-6.0
2.1799999999999999E-4,1.54E-4,-6.0
2.1799999999999999E-4,1.56E-4,-6.0
2.1799999999999999E-4,1.58E-4,-6.0
2.1799999999999999E-4,1.5999999999999999E-4,-6.0
2.1799999999999999E-4,1.6199999999999998E-4,-6.0
2.1799999999999999E-4,1.64E-4,-6.0
2.1799999999999999E-4,1.66E-4,-6.0
2.1799999999999999E-4,1.68E-4,-6.0
2.1799999999999999E-4,1.6999999999999999E-4,-6.0
2.1799999999999999E-4,1.7199999999999998E-4,-6.0
2.1799999999999999E-4,1.74E-4,-6.0
2.1799999999999999E-4,1.76E-4,-6.0
2.1799999999999999E-4,1.78E-4,-6.0
2.1999999999999998E-4,0.0,-6.0
2.1999999999999998E-4,2.0E-6,-6.0
2.1999999999999998E-4,4.0E-6,-6.0
2.1999999999999998E-4,6.0E-6,-6.0
2.1999999999999998E-4,8.0E-6,-6.0
2.1999999999999998E-4,9.999999999999999E-6,-6.0
2.1999999999999998E-4,1.2E-5,-6.0
2.1999999999999998E-4,1.4E-5,-6.0
2.1999999999999998E-4,1.6E-5,-6.0
2.1999999999999998E-4,1.8E-5,-6.0
2.1999999999999998E-4,1.9999999999999998E-5,-6.0
2.1999999999999998E-4,2.2E-5,-6.0
2.1999999999999998E-4,2.4E-5,-6.0
2.1999999999999998E-4,2.6E-5,-6.0
2.1999999999999998E-4,2.8E-5,-6.0
2.1999999999999998E-4,2.9999999999999997E-5,-6.0
2.1999999999999998E-4,3.2E-5,-6.0
2.1999999999999998E-4,3.4E-5,-6.0
2.1999999999999998E-4,3.6E-5,-6.0
2.1999999999999998E-4,3.7999999999999995E-5,-6.0
2.1999999999999998E-4,3.9999999999999996E-5,-6.0
2.1999999999999998E-4,4.2E-5,-6.0
2.1999999999999998E-4,4.4E-5,-6.0
2.1999999999999998E-4,4.6E-5,-6.0
2.1999999999999998E-4,4.8E-5,-6.0
2.1999999999999998E-4,4.9999999999999996E-5,-6.0
2.1999999999999998E-4,5.2E-5,-6.0
2.1999999999999998E-4,5.4E-5,-6.0
2.1999999999999998E-4,5.6E-5,-6.0
2.1999999999999998E-4,5.8E-5,-6.0
2.1999999999999998E-4,5.9999999999999995E-5,-6.0
2.1999999999999998E-4,6.2E-5,-6.0
2.1999999999999998E-4,6.4E-5,-6.0
2.1999999999999998E-4,6.599999999999999E-5,-6.0
2.1999999999999998E-4,6.8E-5,-6.0
2.1999999999999998E-4,7.0E-5,-6.0
2.1999999999999998E-4,7.2E-5,-6.0
2.1999999999999998E-4,7.4E-5,-6.0
2.1999999999999998E-4,7.599999999999999E-5,-6.0
2.1999999999999998E-4,7.8E-5,-6.0
2.1999999999999998E-4,7.999999999999999E-5,-6.0
2.1999999999999998E-4,8.2E-5,-6.0
2.1999999999999998E-4,8.4E-5,-6.0
2.1999999999999998E-4,8.599999999999999E-5,-6.0
2.1999999999999998E-4,8.8E-5,-6.0
2.1999999999999998E-4,8.999999999999999E-5,-6.0
2.1999999999999998E-4,9.2E-5,-6.0
2.1999999999999998E-4,9.4E-5,-6.0
2.1999999999999998E-4,9.6E-5,-6.0
2.1999999999999998E-4,9.8E-5,-6.0
2.1999999999999998E-4,9.999999999999999E-5,-6.0
2.1999999999999998E-4,1.02E-4,-6.0
2.1999999999999998E-4,1.04E-4,-6.0
2.1999999999999998E-4,1.06E-4,-6.0
2.1999999999999998E-4,1.08E-4,-6.0
2.1999999999999998E-4,1.0999999999999999E-4,-6.0
2.1999999999999998E-4,1.12E-4,-6.0
2.1999999999999998E-4,1.1399999999999999E-4,-6.0
2.1999999999999998E-4,1.16E-4,-6.0
2.1999999999999998E-4,1.18E-4,-6.0
2.1999999999999998E-4,1.1999999999999999E-4,-6.0
2.1999999999999998E-4,1.22E-4,-6.0
2.1999999999999998E-4,1.24E-4,-6.0
2.1999999999999998E-4,1.26E-4,-6.0
2.1999999999999998E-4,1.28E-4,-6.0
2.1999999999999998E-4,1.3E-4,-6.0
2.1999999999999998E-4,1.3199999999999998E-4,-6.0
2.1999999999999998E-4,1.34E-4,-6.0
2.1999999999999998E-4,1.36E-4,-6.0
2.1999999999999998E-4,1.38E-4,-6.0
2.1999999999999998E-4,1.4E-4,-6.0
2.1999999999999998E-4,1.4199999999999998E-4,-6.0
2.1999999999999998E-4,1.44E-4,-6.0
2.1999999999999998E-4,1.46E-4,-6.0
2.1999999999999998E-4,1.48E-4,-6.0
2.1999999999999998E-4,1.5E-4,-6.0
2.1999999999999998E-4,1.5199999999999998E-4,-6.0
2.1999999999999998E-4,1.54E-4,-6.0
2.1999999999999998E-4,1.56E-4,-6.0
2.1999999999999998E-4,1.58E-4,-6.0
2.1999999999999998E-4,1.5999999999999999E-4,-6.0
2.1999999999999998E-4,1.6199999999999998E-4,-6.0
2.1999999999999998E-4,1.64E-4,-6.0
2.1999999999999998E-4,1.66E-4,-6.0
2.1999999999999998E-4,1.68E-4,-6.0
2.1999999999999998E-4,1.6999999999999999E-4,-6.0
2.1999999999999998E-4,1.7199999999999998E-4,-6.0
2.1999999999999998E-4,1.74E-4,-6.0
2.1999999999999998E-4,1.76E-4,-6.0
2.1999999999999998E-4,1.78E-4,-6.0
2.22E-4,0.0,-6.0
2.22E-4,2.0E-6,-6.0
2.22E-4,4.0E-6,-6.0
2.22E-4,6.0E-6,-6.0
2.22E-4,8.0E-6,-6.0
2.22E-4,9.999999999999999E-6,-6.0
2.22E-4,1.2E-5,-6.0
2.22E-4,1.4E-5,-6.0
2.22E-4,1.6E-5,-6.0
2.22E-4,1.8E-5,-6.0
2.22E-4,1.9999999999999998E-5,-6.0
2.22E-4,2.2E-5,-6.0
2.22E-4,2.4E-5,-6.0
2.22E-4,2.6E-5,-6.0
2.22E-4,2.8E-5,-6.0
2.22E-4,2.9999999999999997E-5,-6.0
2.22E-4,3.2E-5,-6.0
2.22E-4,3.4E-5,-6.0
2.22E-4,3.6E-5,-6.0
2.22E-4,3.7999999999999995E-5,-6.0
2.22E-4,3.9999999999999996E-5,-6.0
2.22E-4,4.2E-5,-6.0
2.22E-4,4.4E-5,-6.0
2.22E-4,4.6E-5,-6.0
2.22E-4,4.8E-5,-6.0
2.22E-4,4.9999999999999996E-5,-6.0
2.22E-4,5.2E-5,-6.0
2.22E-4,5.4E-5,-6.0
2.22E-4,5.6E-5,-6.0
2.22E-4,5.8E-5,-6.0
2.22E-4,5.9999999999999995E-5,-6.0
2.22E-4,6.2E-5,-6.0
2.22E-4,6.4E-5,-6.0
2.22E-4,6.599999999999999E-5,-6.0
2.22E-4,6.8E-5,-6.0
2.22E-4,7.0E-5,-6.0
2.22E-4,7.2E-5,-6.0
2.22E-4,7.4E-5,-6.0
2.22E-4,7.599999999999999E-5,-6.0
2.22E-4,7.8E-5,-6.0
2.22E-4,7.999999999999999E-5,-6.0
2.22E-4,8.2E-5,-6.0
2.22E-4,8.4E-5,-6.0
2.22E-4,8.599999999999999E-5,-6.0
2.22E-4,8.8E-5,-6.0
2.22E-4,8.999999999999999E-5,-6.0
2.22E-4,9.2E-5,-6.0
2.22E-4,9.4E-5,-6.0
2.22E-4,9.6E-5,-6.0
2.22E-4,9.8E-5,-6.0
2.22E-4,9.999999999999999E-5,-6.0
2.22E-4,1.02E-4,-6.0
2.22E-4,1.04E-4,-6.0
2.22E-4,1.06E-4,-6.0
2.22E-4,1.08E-4,-6.0
2.22E-4,1.0999999999999999E-4,-6.0
2.22E-4,1.12E-4,-6.0
2.22E-4,1.1399999999999999E-4,-6.0
2.22E-4,1.16E-4,-6.0
2.22E-4,1.18E-4,-6.0
2.22E-4,1.1999999999999999E-4,-6.0
2.22E-4,1.22E-4,-6.0
2.22E-4,1.24E-4,-6.0
2.22E-4,1.26E-4,-6.0
2.22E-4,1.28E-4,-6.0
2.22E-4,1.3E-4,-6.0
2.22E-4,1.3199999999999998E-4,-6.0
2.22E-4,1.34E-4,-6.0
2.22E-4,1.36E-4,-6.0
2.22E-4,1.38E-4,-6.0
2.22E-4,1.4E-4,-6.0
2.22E-4,1.4199999999999998E-4,-6.0
2.22E-4,1.44E-4,-6.0
2.22E-4,1.46E-4,-6.0
2.22E-4,1.48E-4,-6.0
2.22E-4,1.5E-4,-6.0
2.22E-4,1.5199999999999998E-4,-6.0
2.22E-4,1.54E-4,-6.0
2.22E-4,1.56E-4,-6.0
2.22E-4,1.58E-4,-6.0
2.22E-4,1.5999999999999999E-4,-6.0
2.22E-4,1.6199999999999998E-4,-6.0
2.22E-4,1.64E-4,-6.0
2.22E-4,1.66E-4,-6.0
2.22E-4,1.68E-4,-6.0
2.22E-4,1.6999999999999999E-4,-6.0
2.22E-4,1.7199999999999998E-4,-6.0
2.22E-4,1.74E-4,-6.0
2.22E-4,1.76E-4,-6.0
2.22E-4,1.78E-4,-6.0
2.24E-4,0.0,-6.0
2.24E-4,2.0E-6,-6.0
2.24E-4,4.0E-6,-6.0
2.24E-4,6.0E-6,-6.0
2.24E-4,8.0E-6,-6.0
2.24E-4,9.999999999999999E-6,-6.0
2.24E-4,1.2E-5,-6.0
2.24E-4,1.4E-5,-6.0
2.24E-4,1.6E-5,-6.0
2.24E-4,1.8E-5,-6.0
2.24E-4,1.9999999999999998E-5,-6.0
2.24E-4,2.2E-5,-6.0
2.24E-4,2.4E-5,-6.0
2.24E-4,2.6E-5,-6.0
2.24E-4,2.8E-5,-6.0
2.24E-4,2.9999999999999997E-5,-6.0
2.24E-4,3.2E-5,-6.0
2.24E-4,3.4E-5,-6.0
2.24E-4,3.6E-5,-6.0
2.24E-4,3.7999999999999995E-5,-6.0
2.24E-4,3.9999999999999996E-5,-6.0
2.24E-4,4.2E-5,-6.0
2.24E-4,4.4E-5,-6.0
2.24E-4,4.6E-5,-6.0
2.24E-4,4.8E-5,-6.0
2.24E-4,4.9999999999999996E-5,-6.0
2.24E-4,5.2E-5,-6.0
2.24E-4,5.4E-5,-6.0
2.24E-4,5.6E-5,-6.0
2.24E-4,5.8E-5,-6.0
2.24E-4,5.9999999999999995E-5,-6.0
2.24E-4,6.2E-5,-6.0
2.24E-4,6.4E-5,-6.0
2.24E-4,6.599999999999999E-5,-6.0
2.24E-4,6.8E-5,-6.0
2.24E-4,7.0E-5,-6.0
2.24E-4,7.2E-5,-6.0
2.24E-4,7.4E-5,-6.0
2.24E-4,7.599999999999999E-5,-6.0
2.24E-4,7.8E-5,-6.0
2.24E-4,7.999999999999999E-5,-6.0
2.24E-4,8.2E-5,-6.0
2.24E-4,8.4E-5,-6.0
2.24E-4,8.599999999999999E-5,-6.0
2.24E-4,8.8E-5,-6.0
2.24E-4,8.999999999999999E-5,-6.0
2.24E-4,9.2E-5,-6.0
2.24E-4,9.4E-5,-6.0
2.24E-4,9.6E-5,-6.0
2.24E-4,9.8E-5,-6.0
2.24E-4,9.999999999999999E-5,-6.0
2.24E-4,1.02E-4,-6.0
2.24E-4,1.04E-4,-6.0
2.24E-4,1.06E-4,-6.0
2.24E-4,1.08E-4,-6.0
2.24E-4,1.0999999999999999E-4,-6.0
2.24E-4,1.12E-4,-6.0
2.24E-4,1.1399999999999999E-4,-6.0
2.24E-4,1.16E-4,-6.0
2.24E-4,1.18E-4,-6.0
2.24E-4,1.1999999999999999E-4,-6.0
2.24E-4,1.22E-4,-6.0
2.24E-4,1.24E-4,-6.0
2.24E-4,1.26E-4,-6.0
2.24E-4,1.28E-4,-6.0
2.24E-4,1.3E-4,-6.0
2.24E-4,1.3199999999999998E-4,-6.0
2.24E-4,1.34E-4,-6.0
2.24E-4,1.36E-4,-6.0
2.24E-4,1.38E-4,-6.0
2.24E-4,1.4E-4,-6.0
2.24E-4,1.4199999999999998E-4,-6.0
2.24E-4,1.44E-4,-6.0
2.24E-4,1.46E-4,-6.0
2.24E-4,1.48E-4,-6.0
2.24E-4,1.5E-4,-6.0
2.24E-4,1.5199999999999998E-4,-6.0
2.24E-4,1.54E-4,-6.0
2.24E-4,1.56E-4,-6.0
2.24E-4,1.58E-4,-6.0
2.24E-4,1.5999999999999999E-4,-6.0
2.24E-4,1.6199999999999998E-4,-6.0
2.24E-4,1.64E-4,-6.0
2.24E-4,1.66E-4,-6.0
2.24E-4,1.68E-4,-6.0
2.24E-4,1.6999999999999999E-4,-6.0
2.24E-4,1.7199999999999998E-4,-6.0
2.24E-4,1.74E-4,-6.0
2.24E-4,1.76E-4,-6.0
2.24E-4,1.78E-4,-6.0
2.26E-4,0.0,-6.0
2.26E-4,2.0E-6,-6.0
2.26E-4,4.0E-6,-6.0
2.26E-4,6.0E-6,-6.0
2.26E-4,8.0E-6,-6.0
2.26E-4,9.999999999999999E-6,-6.0
2.26E-4,1.2E-5,-6.0
2.26E-4,1.4E-5,-6.0
2.26E-4,1.6E-5,-6.0
2.26E-4,1.8E-5,-6.0
2.26E-4,1.9999999999999998E-5,-6.0
2.26E-4,2.2E-5,-6.0
2.26E-4,2.4E-5,-6.0
2.26E-4,2.6E-5,-6.0
2.26E-4,2.8E-5,-6.0
2.26E-4,2.9999999999999997E-5,-6.0
2.26E-4,3.2E-5,-6.0
2.26E-4,3.4E-5,-6.0
2.26E-4,3.6E-5,-6.0
2.26E-4,3.7999999999999995E-5,-6.0
2.26E-4,3.9999999999999996E-5,-6.0
2.26E-4,4.2E-5,-6.0
2.26E-4,4.4E-5,-6.0
2.26E-4,4.6E-5,-6.0
2.26E-4,4.8E-5,-6.0
2.26E-4,4.9999999999999996E-5,-6.0
2.26E-4,5.2E-5,-6.0
2.26E-4,5.4E-5,-6.0
2.26E-4,5.6E-5,-6.0
2.26E-4,5.8E-5,-6.0
2.26E-4,5.9999999999999995E-5,-6.0
2.26E-4,6.2E-5,-6.0
2.26E-4,6.4E-5,-6.0
2.26E-4,6.599999999999999E-5,-6.0
2.26E-4,6.8E-5,-6.0
2.26E-4,7.0E-5,-6.0
2.26E-4,7.2E-5,-6.0
2.26E-4,7.4E-5,-6.0
2.26E-4,7.599999999999999E-5,-6.0
2.26E-4,7.8E-5,-6.0
2.26E-4,7.999999999999999E-5,-6.0
2.26E-4,8.2E-5,-6.0
2.26E-4,8.4E-5,-6.0
2.26E-4,8.599999999999999E-5,-6.0
2.26E-4,8.8E-5,-6.0
2.26E-4,8.999999999999999E-5,-6.0
2.26E-4,9.2E-5,-6.0
2.26E-4,9.4E-5,-6.0
2.26E-4,9.6E-5,-6.0
2.26E-4,9.8E-5,-6.0
2.26E-4,9.999999999999999E-5,-6.0
2.26E-4,1.02E-4,-6.0
2.26E-4,1.04E-4,-6.0
2.26E-4,1.06E-4,-6.0
2.26E-4,1.08E-4,-6.0
2.26E-4,1.0999999999999999E-4,-6.0
2.26E-4,1.12E-4,-6.0
2.26E-4,1.1399999999999999E-4,-6.0
2.26E-4,1.16E-4,-6.0
2.26E-4,1.18E-4,-6.0
2.26E-4,1.1999999999999999E-4,-6.0
2.26E-4,1.22E-4,-6.0
2.26E-4,1.24E-4,-6.0
2.26E-4,1.26E-4,-6.0
2.26E-4,1.28E-4,-6.0
2.26E-4,1.3E-4,-6.0
2.26E-4,1.3199999999999998E-4,-6.0
2.26E-4,1.34E-4,-6.0
2.26E-4,1.36E-4,-6.0
2.26E-4,1.38E-4,-6.0
2.26E-4,1.4E-4,-6.0
2.26E-4,1.4199999999999998E-4,-6.0
2.26E-4,1.44E-4,-6.0
2.26E-4,1.46E-4,-6.0
2.26E-4,1.48E-4,-6.0
2.26E-4,1.5E-4,-6.0
2.26E-4,1.5199999999999998E-4,-6.0
2.26E-4,1.54E-4,-6.0
2.26E-4,1.56E-4,-6.0
2.26E-4,1.58E-4,-6.0
2.26E-4,1.5999999999999999E-4,-6.0
2.26E-4,1.6199999999999998E-4,-6.0
2.26E-4,1.64E-4,-6.0
2.26E-4,1.66E-4,-6.0
2.26E-4,1.68E-4,-6.0
2.26E-4,1.6999999999999999E-4,-6.0
2.26E-4,1.7199999999999998E-4,-6.0
2.26E-4,1.74E-4,-6.0
2.26E-4,1.76E-4,-6.0
2.26E-4,1.78E-4,-6.0
2.2799999999999999E-4,0.0,-6.0
2.2799999999999999E-4,2.0E-6,-6.0
2.2799999999999999E-4,4.0E-6,-6.0
2.2799999999999999E-4,6.0E-6,-6.0
2.2799999999999999E-4,8.0E-6,-6.0
2.2799999999999999E-4,9.999999999999999E-6,-6.0
2.2799999999999999E-4,1.2E-5,-6.0
2.2799999999999999E-4,1.4E-5,-6.0
2.2799999999999999E-4,1.6E-5,-6.0
2.2799999999999999E-4,1.8E-5,-6.0
2.2799999999999999E-4,1.9999999999999998E-5,-6.0
2.2799999999999999E-4,2.2E-5,-6.0
2.2799999999999999E-4,2.4E-5,-6.0
2.2799999999999999E-4,2.6E-5,-6.0
2.2799999999999999E-4,2.8E-5,-6.0
2.2799999999999999E-4,2.9999999999999997E-5,-6.0
2.2799999999999999E-4,3.2E-5,-6.0
2.2799999999999999E-4,3.4E-5,-6.0
2.2799999999999999E-4,3.6E-5,-6.0
2.2799999999999999E-4,3.7999999999999995E-5,-6.0
2.2799999999999999E-4,3.9999999999999996E-5,-6.0
2.2799999999999999E-4,4.2E-5,-6.0
2.2799999999999999E-4,4.4E-5,-6.0
2.2799999999999999E-4,4.6E-5,-6.0
2.2799999999999999E-4,4.8E-5,-6.0
2.2799999999999999E-4,4.9999999999999996E-5,-6.0
2.2799999999999999E-4,5.2E-5,-6.0
2.2799999999999999E-4,5.4E-5,-6.0
2.2799999999999999E-4,5.6E-5,-6.0
2.2799999999999999E-4,5.8E-5,-6.0
2.2799999999999999E-4,5.9999999999999995E-5,-6.0
2.2799999999999999E-4,6.2E-5,-6.0
2.2799999999999999E-4,6.4E-5,-6.0
2.2799999999999999E-4,6.599999999999999E-5,-6.0
2.2799999999999999E-4,6.8E-5,-6.0
2.2799999999999999E-4,7.0E-5,-6.0
2.2799999999999999E-4,7.2E-5,-6.0
2.2799999999999999E-4,7.4E-5,-6.0
2.2799999999999999E-4,7.599999999999999E-5,-6.0
2.2799999999999999E-4,7.8E-5,-6.0
2.2799999999999999E-4,7.999999999999999E-5,-6.0
2.2799999999999999E-4,8.2E-5,-6.0
2.2799999999999999E-4,8.4E-5,-6.0
2.2799999999999999E-4,8.599999999999999E-5,-6.0
2.2799999999999999E-4,8.8E-5,-6.0
2.2799999999999999E-4,8.999999999999999E-5,-6.0
2.2799999999999999E-4,9.2E-5,-6.0
2.2799999999999999E-4,9.4E-5,-6.0
2.2799999999999999E-4,9.6E-5,-6.0
2.2799999999999999E-4,9.8E-5,-6.0
2.2799999999999999E-4,9.999999999999999E-5,-6.0
2.2799999999999999E-4,1.02E-4,-6.0
2.2799999999999999E-4,1.04E-4,-6.0
2.2799999999999999E-4,1.06E-4,-6.0
2.2799999999999999E-4,1.08E-4,-6.0
2.2799999999999999E-4,1.0999999999999999E-4,-6.0
2.2799999999999999E-4,1.12E-4,-6.0
2.2799999999999999E-4,1.1399999999999999E-4,-6.0
2.2799999999999999E-4,1.16E-4,-6.0
2.2799999999999999E-4,1.18E-4,-6.0
2.2799999999999999E-4,1.1999999999999999E-4,-6.0
2.2799999999999999E-4,1.22E-4,-6.0
2.2799999999999999E-4,1.24E-4,-6.0
2.2799999999999999E-4,1.26E-4,-6.0
2.2799999999999999E-4,1.28E-4,-6.0
2.2799999999999999E-4,1.3E-4,-6.0
2.2799999999999999E-4,1.3199999999999998E-4,-6.0
2.2799999999999999E-4,1.34E-4,-6.0
2.2799999999999999E-4,1.36E-4,-6.0
2.2799999999999999E-4,1.38E-4,-6.0
2.2799999999999999E-4,1.4E-4,-6.0
2.2799999999999999E-4,1.4199999999999998E-4,-6.0
2.2799999999999999E-4,1.44E-4,-6.0
2.2799999999999999E-4,1.46E-4,-6.0
2.2799999999999999E-4,1.48E-4,-6.0
2.2799999999999999E-4,1.5E-4,-6.0
2.2799999999999999E-4,1.5199999999999998E-4,-6.0
2.2799999999999999E-4,1.54E-4,-6.0
2.2799999999999999E-4,1.56E-4,-6.0
2.2799999999999999E-4,1.58E-4,-6.0
2.2799999999999999E-4,1.5999999999999999E-4,-6.0
2.2799999999999999E-4,1.6199999999999998E-4,-6.0
2.2799999999999999E-4,1.64E-4,-6.0
2.2799999999999999E-4,1.66E-4,-6.0
2.2799999999999999E-4,1.68E-4,-6.0
2.2799999999999999E-4,1.6999999999999999E-4,-6.0
2.2799999999999999E-4,1.7199999999999998E-4,-6.0
2.2799999999999999E-4,1.74E-4,-6.0
2.2799999999999999E-4,1.76E-4,-6.0
2.2799999999999999E-4,1.78E-4,-6.0
2.2999999999999998E-4,0.0,-6.0
2.2999999999999998E-4,2.0E-6,-6.0
2.2999999999999998E-4,4.0E-6,-6.0
2.2999999999999998E-4,6.0E-6,-6.0
2.2999999999999998E-4,8.0E-6,-6.0
2.2999999999999998E-4,9.999999999999999E-6,-6.0
2.2999999999999998E-4,1.2E-5,-6.0
2.2999999999999998E-4,1.4E-5,-6.0
2.2999999999999998E-4,1.6E-5,-6.0
2.2999999999999998E-4,1.8E-5,-6.0
2.2999999999999998E-4,1.9999999999999998E-5,-6.0
2.2999999999999998E-4,2.2E-5,-6.0
2.2999999999999998E-4,2.4E-5,-6.0
2.2999999999999998E-4,2.6E-5,-6.0
2.2999999999999998E-4,2.8E-5,-6.0
2.2999999999999998E-4,2.9999999999999997E-5,-6.0
2.2999999999999998E-4,3.2E-5,-6.0
2.2999999999999998E-4,3.4E-5,-6.0
2.2999999999999998E-4,3.6E-5,-6.0
2.2999999999999998E-4,3.7999999999999995E-5,-6.0
2.2999999999999998E-4,3.9999999999999996E-5,-6.0
2.2999999999999998E-4,4.2E-5,-6.0
2.2999999999999998E-4,4.4E-5,-6.0
2.2999999999999998E-4,4.6E-5,-6.0
2.2999999999999998E-4,4.8E-5,-6.0
2.2999999999999998E-4,4.9999999999999996E-5,-6.0
2.2999999999999998E-4,5.2E-5,-6.0
2.2999999999999998E-4,5.4E-5,-6.0
2.2999999999999998E-4,5.6E-5,-6.0
2.2999999999999998E-4,5.8E-5,-6.0
2.2999999999999998E-4,5.9999999999999995E-5,-6.0
2.2999999999999998E-4,6.2E-5,-6.0
2.2999999999999998E-4,6.4E-5,-6.0
2.2999999999999998E-4,6.599999999999999E-5,-6.0
2.2999999999999998E-4,6.8E-5,-6.0
2.2999999999999998E-4,7.0E-5,-6.0
2.2999999999999998E-4,7.2E-5,-6.0
2.2999999999999998E-4,7.4E-5,-6.0
2.2999999999999998E-4,7.599999999999999E-5,-6.0
2.2999999999999998E-4,7.8E-5,-6.0
2.2999999999999998E-4,7.999999999999999E-5,-6.0
2.2999999999999998E-4,8.2E-5,-6.0
2.2999999999999998E-4,8.4E-5,-6.0
2.2999999999999998E-4,8.599999999999999E-5,-6.0
2.2999999999999998E-4,8.8E-5,-6.0
2.2999999999999998E-4,8.999999999999999E-5,-6.0
2.2999999999999998E-4,9.2E-5,-6.0
2.2999999999999998E-4,9.4E-5,-6.0
2.2999999999999998E-4,9.6E-5,-6.0
2.2999999999999998E-4,9.8E-5,-6.0
2.2999999999999998E-4,9.999999999999999E-5,-6.0
2.2999999999999998E-4,1.02E-4,-6.0
2.2999999999999998E-4,1.04E-4,-6.0
2.2999999999999998E-4,1.06E-4,-6.0
2.2999999999999998E-4,1.08E-4,-6.0
2.2999999999999998E-4,1.0999999999999999E-4,-6.0
2.2999999999999998E-4,1.12E-4,-6.0
2.2999999999999998E-4,1.1399999999999999E-4,-6.0
2.2999999999999998E-4,1.16E-4,-6.0
2.2999999999999998E-4,1.18E-4,-6.0
2.2999999999999998E-4,1.1999999999999999E-4,-6.0
2.2999999999999998E-4,1.22E-4,-6.0
2.2999999999999998E-4,1.24E-4,-6.0
2.2999999999999998E-4,1.26E-4,-6.0
2.2999999999999998E-4,1.28E-4,-6.0
2.2999999999999998E-4,1.3E-4,-6.0
2.2999999999999998E-4,1.3199999999999998E-4,-6.0
2.2999999999999998E-4,1.34E-4,-6.0
2.2999999999999998E-4,1.36E-4,-6.0
2.2999999999999998E-4,1.38E-4,-6.0
